Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
103,Grand Canyon ,8.32,105.4,97.1,64.9,-0.061,-1.44,102.0,103.5,2.54,2021
104,Vanderbilt,8.25,108.9,100.6,68.6,-0.128,12.7,107.9,95.2,-3.13,2021
105,Eastern Washington ,8.19,109.5,101.3,72.2,-0.085,-0.43,102.0,102.4,21.28,2021
106,UC Riverside,8.03,103.6,95.6,66.7,-0.066,0.84,102.6,101.8,0.78,2021
107,UC Irvine,7.88,101.3,93.4,67.4,0.031,3.13,103.6,100.5,6.68,2021
108,UNC Greensboro ,7.79,103.6,95.8,68.0,0.003,1.48,103.8,102.3,-2.78,2021
109,Nebraska,7.76,101.8,94.1,71.8,-0.128,18.3,112.4,94.1,5.6,2021
110,Belmont,7.43,109.4,102.0,70.7,0.05,-5.84,98.9,104.8,-5.87,2021
111,Rhode Island,7.21,104.7,97.5,69.0,-0.109,9.4,106.6,97.2,11.37,2021
112,Akron,7.14,108.6,101.5,68.5,-0.001,4.26,105.8,101.5,20.9,2021
113,South Dakota St.,6.85,111.5,104.6,70.9,0.008,1.43,103.6,102.2,8.01,2021
114,California,6.43,105.5,99.0,64.7,-0.067,15.58,110.7,95.1,3.18,2021
115,Kent St.,6.34,105.8,99.5,69.8,0.023,3.94,106.5,102.6,8.03,2021
116,Cincinnati,6.06,103.6,97.5,70.7,0.115,11.11,107.3,96.2,9.57,2021
117,Pacific,5.48,103.5,98.1,67.0,0.021,9.97,107.6,97.6,5.11,2021
118,Massachusetts,5.4,105.4,100.0,71.6,-0.057,3.71,103.1,99.3,0.22,2021
119,Indiana St.,5.35,102.6,97.3,66.9,0.079,6.51,105.7,99.2,8.52,2021
120,Butler,5.34,102.7,97.4,64.6,0.069,14.5,109.9,95.4,-0.56,2021
121,Tulsa,5.09,102.6,97.5,65.6,-0.024,8.99,105.6,96.7,-3.27,2021
122,Weber St.,4.98,107.7,102.7,71.9,-0.027999999999999997,-3.07,101.0,104.0,6.57,2021
123,Yale,4.98,107.1,102.1,67.9,0.0,-99.0,0.0,200.0,-99.0,2021
124,South Carolina,4.96,103.9,98.9,74.6,-0.055,15.42,109.7,94.2,9.09,2021
125,Oral Roberts ,4.83,109.3,104.4,71.4,0.023,4.09,105.2,101.1,22.06,2021
126,Duquesne,4.74,101.7,97.0,69.0,0.006999999999999999,6.63,105.0,98.4,2.39,2021
127,Wofford,4.39,106.4,102.0,65.9,0.025,3.38,105.0,101.6,6.31,2021
128,East Tennessee St.,3.99,103.2,99.2,65.4,-0.063,3.87,104.9,101.0,4.67,2021
129,Washington,3.65,104.0,100.4,71.0,-0.061,17.97,112.0,94.0,11.85,2021
130,Bowling Green,3.62,105.5,101.9,69.8,-0.037000000000000005,3.46,105.5,102.0,1.52,2021
131,Mercer,3.43,106.2,102.8,67.7,-0.002,2.05,104.1,102.0,1.56,2021
132,Cal St. Bakersfield,3.28,104.6,101.4,63.6,-0.024,1.53,102.7,101.2,3.8,2021
133,Vermont,3.22,105.5,102.2,66.4,-0.069,-7.92,96.4,104.3,-99.0,2021
134,Morehead St. ,3.19,100.6,97.4,65.2,0.146,-1.1,102.1,103.2,16.21,2021
135,Southern Utah,3.13,108.5,105.4,69.9,0.08199999999999999,-3.56,100.9,104.5,-0.64,2021
136,UTEP,3.09,103.3,100.2,67.8,-0.065,5.18,104.0,98.8,20.55,2021
137,Texas A&M,3.05,101.9,98.9,64.3,0.018000000000000002,9.1,107.0,97.9,-5.63,2021
138,Miami FL,3.01,102.1,99.1,67.8,0.019,11.91,109.2,97.3,-7.27,2021
139,North Dakota St.,2.84,103.7,100.9,64.6,-0.033,1.3,104.4,103.1,10.84,2021
140,TCU,2.81,104.7,101.9,66.6,0.08900000000000001,11.88,107.9,96.0,0.6,2021
141,DePaul,2.8,97.6,94.8,70.6,-0.048,13.3,109.0,95.7,-8.6,2021
142,George Mason,2.73,101.1,98.4,68.1,0.046,3.26,104.5,101.2,-4.89,2021
143,Temple,2.7,101.5,98.8,68.6,-0.092,8.84,105.8,97.0,-13.51,2021
144,Tulane,1.95,99.8,97.8,67.4,0.013000000000000001,7.32,104.4,97.1,-14.54,2021
145,Santa Clara,1.94,100.4,98.5,70.4,0.147,5.78,104.5,98.7,0.73,2021
146,Bradley,1.87,103.5,101.7,65.9,-0.086,5.85,105.5,99.7,6.06,2021
147,Kansas St.,1.47,99.6,98.1,65.5,0.026000000000000002,14.05,109.9,95.9,-1.47,2021
148,Boston College,1.47,105.1,103.6,70.9,-0.09699999999999999,13.86,110.5,96.7,12.89,2021
149,Ball St.,1.44,103.4,101.9,70.7,-0.049,4.48,106.1,101.6,3.81,2021
150,New Mexico St.,1.4,104.1,102.7,64.6,-0.066,-2.44,100.5,103.0,-3.53,2021
151,Stephen F. Austin,1.29,103.5,102.2,69.7,0.047,-7.61,98.1,105.7,-2.05,2021
152,Old Dominion,1.2,101.0,99.9,67.4,0.14,2.72,102.8,100.1,5.55,2021
153,VMI,1.09,107.8,106.7,69.9,-0.048,2.95,104.6,101.7,5.01,2021
154,Georgia St.,0.86,105.7,104.8,70.5,0.076,-1.79,101.2,103.0,4.62,2021
155,East Carolina,0.74,99.3,98.6,67.9,-0.016,6.22,104.7,98.5,-6.89,2021
156,Chattanooga,0.71,103.0,102.3,66.4,0.102,0.68,103.3,102.6,-3.51,2021
157,Miami OH,0.7,106.0,105.3,65.8,0.002,2.88,104.8,101.9,-0.46,2021
158,Drexel ,0.67,106.5,105.8,63.9,0.006999999999999999,-2.28,101.2,103.5,-5.75,2021
159,South Dakota,0.64,107.3,106.6,68.9,-0.015,0.22,103.3,103.1,10.69,2021
160,UTSA,0.57,106.5,105.9,71.8,0.021,3.1,102.6,99.5,5.87,2021
161,Detroit,0.51,109.3,108.8,67.1,-0.051,-1.93,103.6,105.5,8.53,2021
162,Jacksonville St.,0.44,104.9,104.5,65.8,0.017,-2.68,101.1,103.8,4.66,2021
163,Northern Iowa,0.34,103.3,103.0,68.8,-0.022000000000000002,7.13,105.2,98.0,14.82,2021
164,Wyoming,0.17,109.1,109.0,69.0,0.046,1.3,102.4,101.1,-11.7,2021
165,Princeton,0.03,104.0,103.9,66.6,0.0,-99.0,0.0,200.0,-99.0,2021
166,Navy,0.02,103.7,103.7,65.9,0.179,-5.28,98.2,103.5,7.37,2021
167,Bellarmine,-0.02,108.3,108.3,65.1,-0.015,-3.95,100.1,104.0,7.14,2021
168,Northeastern,-0.1,98.5,98.6,67.0,0.055999999999999994,3.03,105.2,102.2,15.12,2021
169,Cleveland St. ,-0.13,100.6,100.7,66.1,0.19899999999999998,-0.83,105.1,106.0,20.35,2021
170,South Florida,-0.14,100.8,101.0,66.8,0.049,10.01,106.1,96.1,2.23,2021
171,Iowa St.,-0.14,100.3,100.4,69.9,-0.12,17.29,111.6,94.3,4.15,2021
172,UMBC,-0.15,100.6,100.8,67.5,-0.013000000000000001,-4.6,98.8,103.4,-3.4,2021
173,Murray St.,-0.17,103.3,103.5,66.2,-0.177,-5.03,99.6,104.7,-3.47,2021
174,Eastern Kentucky,-0.56,101.0,101.5,74.8,0.085,-5.34,99.8,105.2,-7.97,2021
175,Wake Forest,-0.64,101.3,101.9,67.0,-0.109,13.51,110.4,96.9,-17.91,2021
176,UNLV,-0.66,103.7,104.4,66.1,-0.037000000000000005,5.3,104.3,99.0,13.13,2021
177,James Madison,-0.69,103.5,104.2,71.8,-0.048,-1.91,101.1,103.0,-0.26,2021
178,Iona ,-0.78,100.2,101.0,67.7,0.03,-5.67,98.3,103.9,-0.54,2021
179,Coastal Carolina,-0.86,99.3,100.2,71.1,-0.02,-5.02,99.8,104.8,-13.04,2021
180,Sam Houston St.,-1.06,101.3,102.3,70.9,0.092,-2.65,100.4,103.1,15.53,2021
181,Florida Atlantic,-1.14,101.9,103.1,68.1,-0.098,-1.5,101.2,102.7,-0.22,2021
182,Gardner Webb,-1.18,104.5,105.6,66.7,-0.165,-3.83,100.3,104.2,12.76,2021
183,Texas St.,-1.23,99.6,100.8,62.4,0.07200000000000001,-5.94,98.6,104.6,-7.87,2021
184,Harvard,-1.31,101.9,103.2,68.1,0.0,-99.0,0.0,200.0,-99.0,2021
185,Bryant,-1.5,103.2,104.7,74.0,-0.044000000000000004,-7.65,98.2,105.9,4.63,2021
186,Siena,-2.05,99.8,101.8,66.2,-0.057,-7.28,96.7,104.0,-99.0,2021
187,Hawaii,-2.2,101.7,103.9,66.9,-0.02,0.65,101.8,101.1,-99.0,2021
188,Rice,-2.31,103.9,106.2,69.3,0.039,2.38,102.1,99.7,-11.86,2021
189,Montana,-2.35,98.8,101.2,65.7,0.009000000000000001,2.56,104.7,102.1,19.82,2021
190,Hofstra,-2.55,105.9,108.4,68.1,0.052000000000000005,-1.31,101.6,102.9,5.15,2021
191,Fresno St.,-2.64,99.6,102.2,65.8,0.065,4.63,104.5,99.9,-99.0,2021
192,Southern Illinois,-2.89,100.0,102.8,66.2,0.075,4.76,104.4,99.7,-4.3,2021
193,Valparaiso,-2.94,96.6,99.5,67.0,-0.027999999999999997,6.33,105.7,99.4,5.09,2021
194,Hartford ,-2.98,97.0,100.0,66.9,0.081,-5.09,99.2,104.3,-0.17,2021
195,San Diego,-3.22,97.4,100.7,70.2,-0.025,10.79,108.1,97.3,9.58,2021
196,Nicholls St.,-3.35,100.4,103.7,71.6,0.121,-6.96,98.6,105.6,8.56,2021
197,Army,-3.47,98.1,101.6,68.4,0.034,-1.17,103.3,104.5,2.78,2021
198,Illinois St.,-3.62,98.7,102.3,69.0,-0.11199999999999999,5.34,105.4,100.1,1.99,2021
199,Utah Valley,-3.75,100.5,104.3,70.2,0.006999999999999999,0.6,103.2,102.6,12.48,2021
200,La Salle,-3.83,101.8,105.6,68.5,-0.012,7.06,104.7,97.6,5.97,2021
201,Louisiana,-3.89,100.3,104.2,71.0,0.096,-3.74,100.4,104.1,-1.65,2021
202,Saint Joseph's,-3.98,101.2,105.1,72.1,0.027000000000000003,10.62,107.8,97.2,15.47,2021
203,UMKC,-3.99,96.2,100.2,62.5,-0.07400000000000001,1.37,104.6,103.2,11.29,2021
204,Evansville,-4.12,105.8,109.9,62.0,0.011000000000000001,4.0,103.5,99.5,-4.4,2021
